CondFile,Instructions,LettersDisplayed,Correctness,Targets,ISI,Prompt_Looper.thisRepN,Prompt_Looper.thisTrialN,Prompt_Looper.thisN,Prompt_Looper.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InnerLoop.thisRepN,InnerLoop.thisTrialN,InnerLoop.thisN,InnerLoop.thisIndex,InstrKey1.keys,InstrKey1.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,TextInstru.started,TextInstru.stopped,ContinueButton.keys,ContinueButton.rt,key_resp_7.keys,key_resp_7.rt,key_resp_5.keys,key_resp_5.rt,Scanner_control.keys,Scanner_control.rt,Scanner_control.started,Scanner_control.stopped,time_ScannerPromptBegin,time_ScannerPromptEnd,time_vol1,time_InitialRestBegin,time_InitialRestEnd,PreInstrWarning.started,PreInstrWarning.stopped,time_InstructionsBegin,time_InstructionsEnd,time_TransitionBegin,time_TaskStartTimer,N_backD.started,N_backD.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Fixation.started,Fixation.stopped,time_trialBegin,time_trialEnd,time_TaskBlockEnd,FixationPoint.started,FixationPoint.stopped,time_RestBlockBegin,time_RestBlockEnd,PreInstrWarning2.started,PreInstrWarning2.stopped,EndExperimentText.started,EndExperimentText.stopped,participant,Task Version (1 or 2),Pre or post,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,2,3.61753701285852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
,,,,,,,,,,,,,,,,,,,,1,1.7873803275251703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
,,,,,,,,,,,,,,,,,,,,,,2,1.4889989344483183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
,,,,,,,,,,,,,,,,,,,,1,0.9480678544714465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
,,,,,,,,,,,,,,,,,,,,,,,,2,5.858813075505168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.761278961344942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.80464096859214,None,2,10.450637185349478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.049327047425322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.788452722259535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,P,1,Three,1.5,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,1.4857260777898773,84.55526347382693,None,73.7948270639099,75.29675289574516,75.29675725001653,75.29678368666282,95.29683407179618,105.05036896226011,None,97.93572100817619,104.29709283990087,104.2995526919658,107.30233880333617,118.19629955393611,118.6961801225043,1,1,0.6674266942936811,118.19629955393611,None,118.79704805311485,None,107.34836313624328,109.40296476088406,,,,,,,,,,P021,1,NA,2023_Jul_12_1419,N-Back for Neuroimaging,2021.1.4,120.02336832604168,
