CondFile,Instructions,LettersDisplayed,Correctness,Targets,ISI,Prompt_Looper.thisRepN,Prompt_Looper.thisTrialN,Prompt_Looper.thisN,Prompt_Looper.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InnerLoop.thisRepN,InnerLoop.thisTrialN,InnerLoop.thisN,InnerLoop.thisIndex,InstrKey1.keys,InstrKey1.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,TextInstru.started,TextInstru.stopped,ContinueButton.keys,ContinueButton.rt,key_resp_7.keys,key_resp_7.rt,key_resp_5.keys,key_resp_5.rt,Scanner_control.keys,Scanner_control.rt,Scanner_control.started,Scanner_control.stopped,time_ScannerPromptBegin,time_ScannerPromptEnd,time_vol1,time_InitialRestBegin,time_InitialRestEnd,PreInstrWarning.started,PreInstrWarning.stopped,time_InstructionsBegin,time_InstructionsEnd,time_TransitionBegin,time_TaskStartTimer,N_backD.started,N_backD.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Fixation.started,Fixation.stopped,time_trialBegin,time_trialEnd,time_TaskBlockEnd,FixationPoint.started,FixationPoint.stopped,time_RestBlockBegin,time_RestBlockEnd,PreInstrWarning2.started,PreInstrWarning2.stopped,EndExperimentText.started,EndExperimentText.stopped,participant,Task Version (1 or 2),Pre or post,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,1,2.6503332708198286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
,,,,,,,,,,,,,,,,,,,,1,1.3093178048511618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
,,,,,,,,,,,,,,,,,,,,,,2,0.7496262347012816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
,,,,,,,,,,,,,,,,,,,,1,0.7997467073364533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
,,,,,,,,,,,,,,,,,,,,,,,,1,5.051879898717743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.259795729918551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.923069195487187,None,1,4.922333639064163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.27957022355622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.212737535741326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,P,1,Three,1.5,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,1.489856941272592,77.8251229374473,None,67.30331921002653,68.8022370245817,68.80224075679143,68.80226626022704,88.78822039820807,98.31139415778307,None,91.2948125699586,97.8045541050742,97.80677072690742,100.810419895417,111.4577673980857,111.95793736915948,1,1,0.5777679081547831,111.4577673980857,None,112.05866598989087,None,100.84248891144671,102.9108813521052,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,B,1,Three,1.2,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.52382347516686,114.02374432120996,1,1,0.537655979169358,113.52382347516686,None,114.1237893254438,None,102.9129968932466,105.00172801331428,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,t,1,Three,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.61600035829179,116.1232273167916,1,1,0.79650590482197,115.61600035829179,115.52476896841472,116.21484996670551,117.6145525717584,105.00391228932858,107.10120572160304,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,x,2,Three,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.71503393356397,118.21439743621886,2,1,0.538374429630494,117.71503393356397,117.62455520607546,118.31437494965212,None,107.10362574888859,109.19238734867758,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,T,1,Three,1.8,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.80641554490285,120.30555915817604,1,1,0.6459939544438384,119.80641554490285,119.71660737117782,120.4055065029097,121.80517893926299,109.19569222079735,111.29187936376911,,,,,,,,,,P014,1,NA,2023_Jun_13_1454,N-Back for Neuroimaging,2021.1.4,120.12946060195188,
