CondFile,Instructions,LettersDisplayed,Correctness,Targets,ISI,Prompt_Looper.thisRepN,Prompt_Looper.thisTrialN,Prompt_Looper.thisN,Prompt_Looper.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InnerLoop.thisRepN,InnerLoop.thisTrialN,InnerLoop.thisN,InnerLoop.thisIndex,InstrKey1.keys,InstrKey1.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,TextInstru.started,TextInstru.stopped,ContinueButton.keys,ContinueButton.rt,key_resp_7.keys,key_resp_7.rt,key_resp_5.keys,key_resp_5.rt,Scanner_control.keys,Scanner_control.rt,Scanner_control.started,Scanner_control.stopped,time_ScannerPromptBegin,time_ScannerPromptEnd,time_vol1,time_InitialRestBegin,time_InitialRestEnd,PreInstrWarning.started,PreInstrWarning.stopped,time_InstructionsBegin,time_InstructionsEnd,time_TransitionBegin,time_TaskStartTimer,N_backD.started,N_backD.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Fixation.started,Fixation.stopped,time_trialBegin,time_trialEnd,time_TaskBlockEnd,FixationPoint.started,FixationPoint.stopped,time_RestBlockBegin,time_RestBlockEnd,PreInstrWarning2.started,PreInstrWarning2.stopped,EndExperimentText.started,EndExperimentText.stopped,participant,Task Version (1 or 2),Pre or post,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,1,1.3312313798282958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
,,,,,,,,,,,,,,,,,,,,1,1.175383786644943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
,,,,,,,,,,,,,,,,,,,,,,2,0.7276614696834258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
,,,,,,,,,,,,,,,,,,,,1,0.7714115454941748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
,,,,,,,,,,,,,,,,,,,,,,,,1,3.964896184231293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.714070979574444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.42936954146535,None,2,4.050335540202923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.178574816430228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.798840405901501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,P,1,Three,1.5,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,1.486707930268949,70.18883431930772,None,60.03861643666505,61.53749786564913,61.537501908864215,61.53752990035355,81.52490325052759,90.6733921921782,None,83.87063639895086,90.54463693949765,90.54686848323172,93.54391973533757,103.81833585619597,104.32136904508252,1,1,0.4996794974472323,103.81833585619597,None,104.41969692681414,None,93.57865468548016,95.64433702624046,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,B,1,Three,1.2,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.88537516215638,106.39276973609913,1,1,0.43468761342364814,105.88537516215638,None,106.48464340242163,None,95.64658412080144,97.74348381454365,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,t,1,Three,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9854689958488,108.4874786292753,1,1,0.4254920981579744,107.9854689958488,None,108.58398426505073,109.98354660256382,97.74574863704811,99.84305825060073,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,x,2,Three,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.08506800221312,110.58549238429305,2,1,0.4336985808004101,110.08506800221312,None,110.6841611401619,None,99.8454235314498,101.9365283648649,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,T,1,Three,1.8,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.18479887959393,112.69137610204825,1,1,0.36694572108081047,112.18479887959393,112.08861452391284,112.78314806595927,114.18356756507956,101.93972157176586,104.0430720597351,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,t,1,Three,1.8,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.28390399167984,114.78475602151366,1,1,0.3664543149347992,114.28390399167984,None,114.88329290636557,116.28268076359518,104.04461470181468,106.14219707688017,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,X,2,Three,1.5,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.38328839662563,116.88688203733273,2,1,0.4475923120439802,116.38328839662563,None,116.98260142327399,None,106.1445953254838,108.2349705140764,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,g,1,Three,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.4744784485747,118.97801206308759,1,1,0.37140880854849456,118.4744784485747,118.38642686461435,119.07339461810761,118.38642686461435,108.23732895256171,110.33211404479198,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,G,1,Three,1.6,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5760651616988,121.08446307502663,1,1,0.3339008348616517,120.5760651616988,120.48581842294061,121.18134161964372,120.48581842294061,110.33683309887874,112.43182999337841,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,x,2,Three,1.4,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.67221965979161,123.1770091591261,2,1,0.39876706819950414,122.67221965979161,122.58194119734526,123.2743321463904,122.58194119734526,112.43339067441775,114.53090524787558,,,,,,,,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
Conditions/Version_1/zeroback(1)_v1.xlsx,Rule: Press 'right' when you see the letter 'x' or 'X'.,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.53100290707198,124.68028027567243,143.68613578422674,114.53101379265081,134.52610999473472,143.66879941081015,None,,,P054,1,NA,2023_Dec_01_1406,N-Back for Neuroimaging,2021.1.4,119.94027723854676,
